qpid	goid	ontology	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
gene-OO714_RS03890	0006094	BP	gluconeogenesis	8.47834992001	0.727487642319	1	64
gene-OO714_RS03890	0005737	CC	cytoplasm	1.9441765314	0.507157777273	1	61
gene-OO714_RS03890	0030145	MF	manganese_ion_binding	8.21192836508	0.720791833852	3	60
gene-OO714_RS03890	0012505	CC	endomembrane_system	0.431887379877	0.400122737885	5	7
gene-OO714_RS03890	0005525	MF	GTP_binding	5.95916846698	0.659153645991	6	64
gene-OO714_RS03890	0043231	CC	intracellular_membrane-bounded_organelle	0.290908236091	0.383014940962	6	9
gene-OO714_RS03890	0070062	CC	extracellular_exosome	0.168565273036	0.364314330442	10	1
gene-OO714_RS03890	0046327	BP	glycerol_biosynthetic_process_from_pyruvate	2.33509379536	0.526580318846	11	10
gene-OO714_RS03890	0071333	BP	cellular_response_to_glucose_stimulus	1.95878169783	0.50791681251	13	11
gene-OO714_RS03890	0070013	CC	intracellular_organelle_lumen	0.0703124866185	0.343201960572	18	1
gene-OO714_RS03890	0106264	MF	protein_serine_kinase_activity_(using_GTP_as_donor)	1.662293796	0.491906320921	22	7
gene-OO714_RS03890	0071549	BP	cellular_response_to_dexamethasone_stimulus	1.53291864457	0.484473705252	26	8
gene-OO714_RS03890	0019003	MF	GDP_binding	0.553661159115	0.412741012417	28	3
gene-OO714_RS03890	0043382	BP	positive_regulation_of_memory_T_cell_differentiation	1.49601205396	0.482296401918	29	7
gene-OO714_RS03890	0019543	BP	propionate_catabolic_process	1.45887082481	0.48007796884	30	10
gene-OO714_RS03890	0031406	MF	carboxylic_acid_binding	0.395710972419	0.396038875951	30	4
gene-OO714_RS03890	0004550	MF	nucleoside_diphosphate_kinase_activity	0.343681512979	0.389822565078	33	3
gene-OO714_RS03890	0018105	BP	peptidyl-serine_phosphorylation	1.41827291855	0.477620515477	36	7
gene-OO714_RS03890	0000287	MF	magnesium_ion_binding	0.271418558083	0.380346072712	37	4
gene-OO714_RS03890	0032869	BP	cellular_response_to_insulin_stimulus	1.3726567159	0.474816949325	40	9
gene-OO714_RS03890	0051379	MF	epinephrine_binding	0.124612544949	0.355956329069	41	1
gene-OO714_RS03890	0070365	BP	hepatocyte_differentiation	1.36514999237	0.474351147639	42	7
gene-OO714_RS03890	0042594	BP	response_to_starvation	1.18922482467	0.463042901791	58	10
gene-OO714_RS03890	0046890	BP	regulation_of_lipid_biosynthetic_process	0.966238751662	0.447427888833	96	7
gene-OO714_RS03890	0061402	BP	positive_regulation_of_transcription_from_RNA_polymerase_II_promoter_in_response_to_acidic_pH	0.957665638963	0.446793289683	98	4
gene-OO714_RS03890	0006107	BP	oxaloacetate_metabolic_process	0.907395968726	0.443013649017	110	6
gene-OO714_RS03890	1904640	BP	response_to_methionine	0.878249534824	0.440774134473	116	4
gene-OO714_RS03890	0046166	BP	glyceraldehyde-3-phosphate_biosynthetic_process	0.85428947868	0.438905138689	120	4
gene-OO714_RS03890	0071332	BP	cellular_response_to_fructose_stimulus	0.844912804514	0.43816658928	121	4
gene-OO714_RS03890	0051591	BP	response_to_cAMP	0.836458100933	0.437497137018	124	5
gene-OO714_RS03890	0097403	BP	cellular_response_to_raffinose	0.756667335713	0.431004583074	148	3
gene-OO714_RS03890	0071477	BP	cellular_hypotonic_salinity_response	0.71600289435	0.427563817545	157	3
gene-OO714_RS03890	0071475	BP	cellular_hyperosmotic_salinity_response	0.705424947123	0.426652869491	159	3
gene-OO714_RS03890	0070741	BP	response_to_interleukin-6	0.698967946626	0.426093447836	162	4
gene-OO714_RS03890	1904628	BP	cellular_response_to_phorbol_13-acetate_12-myristate	0.684646558038	0.424843375885	164	3
gene-OO714_RS03890	0071377	BP	cellular_response_to_glucagon_stimulus	0.679886945412	0.424425033579	166	4
gene-OO714_RS03890	0045834	BP	positive_regulation_of_lipid_metabolic_process	0.674568158921	0.423955806891	173	4
gene-OO714_RS03890	0071300	BP	cellular_response_to_retinoic_acid	0.6581754984	0.422497879267	178	4
gene-OO714_RS03890	0071347	BP	cellular_response_to_interleukin-1	0.626373433859	0.419616735774	185	4
gene-OO714_RS03890	0071456	BP	cellular_response_to_hypoxia	0.6190846736	0.41894616815	188	4
gene-OO714_RS03890	0014823	BP	response_to_activity	0.579893596598	0.415270881758	200	3
gene-OO714_RS03890	0032496	BP	response_to_lipopolysaccharide	0.567700231305	0.414102224313	202	4
gene-OO714_RS03890	0071356	BP	cellular_response_to_tumor_necrosis_factor	0.564238510108	0.413768157948	205	4
gene-OO714_RS03890	0031669	BP	cellular_response_to_nutrient_levels	0.548816572059	0.412267289365	213	5
gene-OO714_RS03890	0072350	BP	tricarboxylic_acid_metabolic_process	0.520213573358	0.409426708989	221	4
gene-OO714_RS03890	0007296	BP	vitellogenesis	0.333215547783	0.388516446611	265	2
gene-OO714_RS03890	0071361	BP	cellular_response_to_ethanol	0.319834945381	0.38681633788	269	2
gene-OO714_RS03890	0018991	BP	egg-laying_behavior	0.319449000089	0.386766777973	270	2
gene-OO714_RS03890	0030703	BP	eggshell_formation	0.289947132707	0.38288546538	276	2
gene-OO714_RS03890	0006111	BP	regulation_of_gluconeogenesis	0.247654991792	0.376958702577	281	2
gene-OO714_RS03890	0019661	BP	glucose_catabolic_process_to_lactate_via_pyruvate	0.227556170352	0.373964535238	286	1
gene-OO714_RS03890	0048562	BP	embryonic_organ_morphogenesis	0.219758678432	0.372767473934	291	2
gene-OO714_RS03890	0009792	BP	embryo_development_ending_in_birth_or_egg_hatching	0.202624340334	0.370060057162	300	2
gene-OO714_RS03890	0019563	BP	glycerol_catabolic_process	0.199991066431	0.369633963788	303	2
gene-OO714_RS03890	0018984	BP	naphthalenesulfonate_metabolic_process	0.168653905371	0.364330001116	331	1
gene-OO714_RS03890	0019516	BP	lactate_oxidation	0.138073229767	0.358653715591	340	1
gene-OO714_RS03890	0050792	BP	regulation_of_viral_process	0.135958596827	0.358238962777	342	1
gene-OO714_RS03890	0046898	BP	response_to_cycloheximide	0.129927813316	0.357038067267	344	1
gene-OO714_RS03890	0071374	BP	cellular_response_to_parathyroid_hormone_stimulus	0.122798311692	0.355581840742	346	1
gene-OO714_RS03890	0006735	BP	NADH_regeneration	0.114720826588	0.35387991232	350	1
gene-OO714_RS03890	0046015	BP	regulation_of_transcription_by_glucose	0.11424357078	0.353777507806	351	1
gene-OO714_RS03890	0050892	BP	intestinal_absorption	0.108251987248	0.35247322448	354	1
gene-OO714_RS03890	0060259	BP	regulation_of_feeding_behavior	0.106596823052	0.352106593257	355	1
gene-OO714_RS03890	0010907	BP	positive_regulation_of_glucose_metabolic_process	0.104271952068	0.351586775708	356	1
gene-OO714_RS03890	0008343	BP	adult_feeding_behavior	0.102950932674	0.351288825179	358	1
gene-OO714_RS03890	0045912	BP	negative_regulation_of_carbohydrate_metabolic_process	0.0903074043141	0.348334328429	364	1
gene-OO714_RS03890	0006531	BP	aspartate_metabolic_process	0.0902075405731	0.348310195897	365	1
gene-OO714_RS03890	0048589	BP	developmental_growth	0.0760063212354	0.344730542225	369	1
gene-OO714_RS03890	0009078	BP	pyruvate_family_amino_acid_metabolic_process	0.0651661113952	0.341766153472	372	1
gene-OO714_RS03890	0006560	BP	proline_metabolic_process	0.059805585283	0.340208922072	375	1
gene-OO714_RS03890	0006536	BP	glutamate_metabolic_process	0.0576970401842	0.339577342302	376	1
gene-OO714_RS03890	0006544	BP	glycine_metabolic_process	0.0567998253039	0.339305100619	377	1
gene-OO714_RS03890	0006541	BP	glutamine_metabolic_process	0.0468349400247	0.336123286173	381	1
gene-OO714_RS13265	1900232	BP	negative_regulation_of_single-species_biofilm_formation_on_inanimate_substrate	22.7915217392	0.892196483254	1	1
gene-OO714_RS13265	0004451	MF	isocitrate_lyase_activity	12.7057099844	0.822266412966	1	1
gene-OO714_RS13265	0006097	BP	glyoxylate_cycle	10.5280922103	0.775830755941	5	1
gene-OO714_RS13265	0046872	MF	metal_ion_binding	2.48982796716	0.53381382024	5	1
gene-OO714_RS13265	0006099	BP	tricarboxylic_acid_cycle	7.4172565173	0.700146982343	8	1
gene-OO714_RS18385	0052657	MF	guanine_phosphoribosyltransferase_activity	12.1775493341	0.811394937525	1	37
gene-OO714_RS18385	0032264	BP	IMP_salvage	11.4400045587	0.795811060465	1	37
gene-OO714_RS18385	0005737	CC	cytoplasm	2.01964655514	0.511049919089	1	37
gene-OO714_RS18385	0004422	MF	hypoxanthine_phosphoribosyltransferase_activity	11.8824026632	0.805216903454	2	37
gene-OO714_RS18385	0032263	BP	GMP_salvage	11.4040108175	0.795037859262	2	32
gene-OO714_RS18385	0006166	BP	purine_ribonucleoside_salvage	9.90430056693	0.761660353887	3	37
gene-OO714_RS18385	0032991	CC	protein-containing_complex	0.10174056662	0.351014149411	4	1
gene-OO714_RS18385	0046872	MF	metal_ion_binding	2.49235676339	0.53393014055	6	37
gene-OO714_RS18385	0000166	MF	nucleotide_binding	2.44899717675	0.531927431085	8	37
gene-OO714_RS18385	0042802	MF	identical_protein_binding	0.315435818901	0.386249653508	19	1
gene-OO714_RS18385	0000310	MF	xanthine_phosphoribosyltransferase_activity	0.257770512314	0.378419644749	20	1
gene-OO714_RS18385	0097367	MF	carbohydrate_derivative_binding	0.0943830068357	0.349308078959	26	1
gene-OO714_RS18385	0043168	MF	anion_binding	0.0858488945613	0.347243573874	28	1
gene-OO714_RS18385	0006178	BP	guanine_salvage	3.37569204921	0.571476780289	54	6
gene-OO714_RS18385	0046100	BP	hypoxanthine_metabolic_process	2.37892784543	0.528653189132	62	6
gene-OO714_RS18385	0051289	BP	protein_homotetramerization	0.486651592512	0.405992126994	85	1
gene-OO714_RS18385	0032265	BP	XMP_salvage	0.256006991451	0.378167037786	90	1
gene-OO714_RS03350	0043866	MF	adenylyl-sulfate_reductase_(thioredoxin)_activity	14.0354154639	0.845016626619	1	20
gene-OO714_RS03350	0019379	BP	sulfate_assimilation,_phosphoadenylyl_sulfate_reduction_by_phosphoadenylyl-sulfate_reductase_(thioredoxin)	12.1169926035	0.810133516636	1	20
gene-OO714_RS03350	0005737	CC	cytoplasm	2.01941191214	0.51103793185	1	20
gene-OO714_RS03350	0004604	MF	phosphoadenylyl-sulfate_reductase_(thioredoxin)_activity	12.4845872588	0.817742934423	2	20
gene-OO714_RS03350	0019344	BP	cysteine_biosynthetic_process	9.15281495217	0.743982555708	4	19
gene-OO714_RS03350	0051539	MF	4_iron,_4_sulfur_cluster_binding	5.99201999718	0.660129314043	5	19
gene-OO714_RS03350	0046872	MF	metal_ion_binding	2.4920672008	0.533916824158	9	20
gene-OO714_RS14955	0050286	MF	sorbitol-6-phosphatase_activity	11.6514461063	0.8003287969	1	1
gene-OO714_RS14955	0005829	CC	cytosol	6.73122869811	0.681415760078	1	2
gene-OO714_RS14955	0009231	BP	riboflavin_biosynthetic_process	4.20358917028	0.602398570068	1	1
gene-OO714_RS14955	0043726	MF	5-amino-6-(5-phosphoribitylamino)uracil_phosphatase_activity	11.5445186033	0.798049315896	2	1
gene-OO714_RS14955	0103026	MF	fructose-1-phosphatase_activity	8.2797793431	0.722507275046	3	1
gene-OO714_RS14955	0050308	MF	sugar-phosphatase_activity	5.66350051895	0.650248560959	6	1
gene-OO714_RS14955	0000287	MF	magnesium_ion_binding	5.62610071945	0.6491057295	7	2
gene-OO714_RS16895	0006424	BP	glutamyl-tRNA_aminoacylation	10.2918061757	0.770513869774	1	71
gene-OO714_RS16895	0004812	MF	aminoacyl-tRNA_ligase_activity	6.72006373756	0.681103204797	1	71
gene-OO714_RS16895	0005829	CC	cytosol	0.849407709842	0.438521137056	1	9
gene-OO714_RS16895	0006400	BP	tRNA_modification	6.49335657998	0.674699589878	2	71
gene-OO714_RS16895	0008270	MF	zinc_ion_binding	5.10292447836	0.632701769651	4	71
gene-OO714_RS16895	0005524	MF	ATP_binding	2.97794342632	0.555267556509	9	71
gene-OO714_RS09320	0036430	MF	CMP_kinase_activity	12.390915112	0.815814624074	1	100
gene-OO714_RS09320	0046940	BP	nucleoside_monophosphate_phosphorylation	8.97690967544	0.739740855281	1	100
gene-OO714_RS09320	0005737	CC	cytoplasm	2.01984790214	0.511060204775	1	100
gene-OO714_RS09320	0036431	MF	dCMP_kinase_activity	12.390915112	0.815814624074	2	100
gene-OO714_RS09320	0006220	BP	pyrimidine_nucleotide_metabolic_process	7.07738457703	0.690980703806	2	100
gene-OO714_RS09320	0005524	MF	ATP_binding	2.97799214585	0.555269606159	9	100
gene-OO714_RS09320	0016310	BP	phosphorylation	4.14067395886	0.600162340581	11	100
gene-OO714_RS09320	0097216	MF	guanosine_tetraphosphate_binding	0.101925780632	0.35105628663	27	1
gene-OO714_RS09320	0015949	BP	nucleobase-containing_small_molecule_interconversion	0.617123753445	0.418765090097	34	4
gene-OO714_RS09320	0010165	BP	response_to_X-ray	0.150726377423	0.361071714931	37	1
gene-OO714_RS02305	0035596	MF	methylthiotransferase_activity	10.4866763109	0.774903164738	1	100
gene-OO714_RS02305	0006400	BP	tRNA_modification	6.49362690141	0.674707291425	1	100
gene-OO714_RS02305	0005737	CC	cytoplasm	2.01989894354	0.511062812112	1	100
gene-OO714_RS02305	0051539	MF	4_iron,_4_sulfur_cluster_binding	6.26187491973	0.668044684023	4	100
gene-OO714_RS02305	0046872	MF	metal_ion_binding	2.49266822477	0.53394446316	7	100
gene-OO714_RS01420	0008765	MF	UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate_ligase_activity	12.002574032	0.807741497711	1	42
gene-OO714_RS01420	0009252	BP	peptidoglycan_biosynthetic_process	6.77127945444	0.682534825802	1	42
gene-OO714_RS01420	0005737	CC	cytoplasm	2.01977901241	0.511056685644	1	42
gene-OO714_RS01420	0008360	BP	regulation_of_cell_shape	6.76092397614	0.682245799375	2	42
gene-OO714_RS01420	0000287	MF	magnesium_ion_binding	5.63727059798	0.649447445978	4	42
gene-OO714_RS01420	0005524	MF	ATP_binding	2.97789057728	0.55526533311	6	42
gene-OO714_RS01420	0071555	BP	cell_wall_organization	6.66984627013	0.679694180898	9	42
gene-OO714_RS01420	0051301	BP	cell_division	6.14676650692	0.664689616706	17	42
gene-OO714_RS01420	0007049	BP	cell_cycle	6.0598788104	0.662136242363	18	42
gene-OO714_RS01420	0004326	MF	tetrahydrofolylpolyglutamate_synthase_activity	0.445727168826	0.40163958804	25	2
gene-OO714_RS01420	0046901	BP	tetrahydrofolylpolyglutamate_biosynthetic_process	0.429581678149	0.399867682034	38	2
gene-OO714_RS15040	0004400	MF	histidinol-phosphate_transaminase_activity	11.371553383	0.794339576459	1	55
gene-OO714_RS15040	0000105	BP	histidine_biosynthetic_process	7.94264567424	0.713912800943	1	55
gene-OO714_RS15040	0030170	MF	pyridoxal_phosphate_binding	6.52143973629	0.675498833356	4	55
gene-OO714_RS15305	0003848	MF	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_diphosphokinase_activity	11.509673181	0.797304202238	1	8
gene-OO714_RS15305	0046656	BP	folic_acid_biosynthetic_process	9.72858360022	0.757588636628	1	8
gene-OO714_RS15305	0046654	BP	tetrahydrofolate_biosynthetic_process	9.13821081322	0.743631958399	3	8
gene-OO714_RS15305	0016301	MF	kinase_activity	4.29501806146	0.605618656103	3	8
gene-OO714_RS15305	0005524	MF	ATP_binding	2.9744941237	0.555122400335	5	8
gene-OO714_RS15305	0016310	BP	phosphorylation	4.13581022232	0.599988760961	19	8
gene-OO714_RS15305	0000287	MF	magnesium_ion_binding	0.929561767182	0.444692813815	21	1
gene-OO714_RS01305	0051009	MF	O-acetylhomoserine_sulfhydrylase_activity	15.2760413797	0.852457291756	1	9
gene-OO714_RS01305	0019346	BP	transsulfuration	9.65304447269	0.755826947477	1	14
gene-OO714_RS01305	0005737	CC	cytoplasm	0.604181113852	0.417562635937	1	4
gene-OO714_RS01305	0016765	MF	transferase_activity,_transferring_alkyl_or_aryl_(other_than_methyl)_groups	6.88350445438	0.68565301515	2	14
gene-OO714_RS01305	0030170	MF	pyridoxal_phosphate_binding	6.52066916475	0.675476925964	3	14
gene-OO714_RS01305	0005634	CC	nucleus	0.306997250967	0.385151446985	4	1
gene-OO714_RS01305	0005886	CC	plasma_membrane	0.196314682081	0.369034363251	7	1
gene-OO714_RS01305	0009086	BP	methionine_biosynthetic_process	5.27720028771	0.638255729607	8	9
gene-OO714_RS01305	0071269	BP	L-homocysteine_biosynthetic_process	3.34925165989	0.570429950731	20	2
gene-OO714_RS01305	0019344	BP	cysteine_biosynthetic_process	2.11783748941	0.51600653682	28	3
gene-OO714_RS01305	0009820	BP	alkaloid_metabolic_process	1.66559493676	0.492092114764	32	2
gene-OO714_RS01305	0000103	BP	sulfate_assimilation	0.743218998112	0.429877137952	42	1
gene-OO714_RS01305	0006563	BP	L-serine_metabolic_process	0.664022569007	0.423019966123	43	1
gene-OO714_RS06530	0008758	MF	UDP-2,3-diacylglucosamine_hydrolase_activity	13.9094305973	0.844242947425	1	100
gene-OO714_RS06530	0019897	CC	extrinsic_component_of_plasma_membrane	11.0183098747	0.78667455101	1	100
gene-OO714_RS06530	0009245	BP	lipid_A_biosynthetic_process	8.86726949151	0.737075990754	1	100
gene-OO714_RS06530	0030145	MF	manganese_ion_binding	8.64021984541	0.731504522715	2	100
gene-OO714_RS06530	0005737	CC	cytoplasm	2.01982158599	0.51105886046	5	100
gene-OO714_RS06530	0051861	MF	glycolipid_binding	0.158757491201	0.362554045125	13	1
gene-OO714_RS13950	0004655	MF	porphobilinogen_synthase_activity	11.7834205295	0.80312785472	1	43
gene-OO714_RS13950	0006782	BP	protoporphyrinogen_IX_biosynthetic_process	8.95052425066	0.739101036829	1	43
gene-OO714_RS13950	0005829	CC	cytosol	2.57287225743	0.537603346301	1	16
gene-OO714_RS13950	0009507	CC	chloroplast	1.27566395836	0.468696567832	2	9
gene-OO714_RS13950	0046872	MF	metal_ion_binding	2.49251423373	0.533937381965	5	43
gene-OO714_RS13950	0009532	CC	plastid_stroma	0.264916409084	0.379434485008	11	1
gene-OO714_RS13950	1904854	MF	proteasome_core_complex_binding	0.472532199291	0.404511899386	12	1
gene-OO714_RS13950	0009274	CC	peptidoglycan-based_cell_wall	0.241968110632	0.37612424907	12	1
gene-OO714_RS13950	0042802	MF	identical_protein_binding	0.172407095814	0.364989847382	13	1
gene-OO714_RS13950	0015995	BP	chlorophyll_biosynthetic_process	2.40393933318	0.529827406414	14	9
gene-OO714_RS13950	0005615	CC	extracellular_space	0.162052288138	0.363151303432	14	1
gene-OO714_RS13950	0005739	CC	mitochondrion	0.113838802002	0.353690489038	16	1
gene-OO714_RS13950	0070541	BP	response_to_platinum_ion	0.42986220722	0.399898750566	30	1
gene-OO714_RS13950	0071284	BP	cellular_response_to_lead_ion	0.402326742089	0.396799244278	31	1
gene-OO714_RS13950	0010266	BP	response_to_vitamin_B1	0.402326742089	0.396799244278	32	1
gene-OO714_RS13950	0033197	BP	response_to_vitamin_E	0.396303724841	0.396107260559	33	1
gene-OO714_RS13950	0032025	BP	response_to_cobalt_ion	0.367483309017	0.392720823124	34	1
gene-OO714_RS13950	0010269	BP	response_to_selenium_ion	0.36564958722	0.392500938909	35	1
gene-OO714_RS13950	0051597	BP	response_to_methylmercury	0.350559847902	0.390670153517	38	1
gene-OO714_RS13950	0071353	BP	cellular_response_to_interleukin-4	0.31180972017	0.38577957081	39	1
gene-OO714_RS13950	0010044	BP	response_to_aluminum_ion	0.306137075775	0.385038659524	41	1
gene-OO714_RS13950	0014823	BP	response_to_activity	0.305900480024	0.385007608957	42	1
gene-OO714_RS13950	0010043	BP	response_to_zinc_ion	0.305632554526	0.384972432207	43	1
gene-OO714_RS13950	0010039	BP	response_to_iron_ion	0.296381036184	0.383748170384	44	1
gene-OO714_RS13950	1901799	BP	negative_regulation_of_proteasomal_protein_catabolic_process	0.294875635926	0.383547161187	45	1
gene-OO714_RS13950	0045471	BP	response_to_ethanol	0.291597079043	0.383107607293	47	1
gene-OO714_RS13950	0046686	BP	response_to_cadmium_ion	0.288614241229	0.382705548472	48	1
gene-OO714_RS13950	0051384	BP	response_to_glucocorticoid	0.280625830911	0.381618434839	50	1
gene-OO714_RS13950	0070542	BP	response_to_fatty_acid	0.258862627908	0.378575646452	55	1
gene-OO714_RS13950	0032496	BP	response_to_lipopolysaccharide	0.253472532561	0.377802472892	58	1
gene-OO714_RS13950	0043200	BP	response_to_amino_acid	0.253241025675	0.377769081518	59	1
gene-OO714_RS13950	0010212	BP	response_to_ionizing_radiation	0.248938179376	0.377145659589	61	1
gene-OO714_RS13950	0001666	BP	response_to_hypoxia	0.247539286776	0.376941820884	62	1
gene-OO714_RS13950	0046685	BP	response_to_arsenic-containing_substance	0.237837040616	0.375511918776	65	1
gene-OO714_RS13950	0009635	BP	response_to_herbicide	0.234007063749	0.374939449637	67	1
gene-OO714_RS13950	0046689	BP	response_to_mercury_ion	0.231753427283	0.374600406133	68	1
gene-OO714_RS13950	0009410	BP	response_to_xenobiotic_stimulus	0.199639069464	0.369576794673	76	1
gene-OO714_RS13950	0051260	BP	protein_homooligomerization	0.198365538235	0.369369533609	78	1
gene-OO714_RS13950	0006979	BP	response_to_oxidative_stress	0.148846840647	0.360719138651	98	1
gene-OO714_RS08650	0015293	MF	symporter_activity	8.22823614559	0.721204780029	1	2
gene-OO714_RS08650	0055085	BP	transmembrane_transport	2.76756090159	0.54625454289	1	2
gene-OO714_RS08650	0005886	CC	plasma_membrane	2.68129936502	0.542460261113	1	2
gene-OO714_RS08650	0006812	BP	monoatomic_cation_transport	2.1502403845	0.51761689467	6	1
gene-OO714_RS08650	0022853	MF	active_monoatomic_ion_transmembrane_transporter_activity	2.77969716732	0.54678359417	7	1
gene-OO714_RS08650	0008324	MF	monoatomic_cation_transmembrane_transporter_activity	2.44662893472	0.531817537182	8	1
gene-OO714_RS17290	0045261	CC	proton-transporting_ATP_synthase_complex,_catalytic_core_F(1)	8.36181581901	0.724572001192	1	100
gene-OO714_RS17290	0046933	MF	proton-transporting_ATP_synthase_activity,_rotational_mechanism	8.14794023056	0.719167549753	1	100
gene-OO714_RS17290	0015986	BP	proton_motive_force-driven_ATP_synthesis	7.46985676321	0.701546681897	1	100
gene-OO714_RS17290	0005886	CC	plasma_membrane	2.68400072854	0.542580000672	9	100
gene-OO714_RS17290	0005524	MF	ATP_binding	2.9779315012	0.555267054812	15	100
gene-OO714_RS17290	1902600	BP	proton_transmembrane_transport	5.04756266848	0.630917666048	22	100
gene-OO714_RS17290	0005515	MF	protein_binding	0.0455643594324	0.335694115772	32	1
gene-OO714_RS04295	0043213	BP	bacteriocin_transport	12.0239397313	0.808189028988	1	4
gene-OO714_RS04295	0005886	CC	plasma_membrane	2.68094493641	0.542444546377	1	4
gene-OO714_RS04295	0005515	MF	protein_binding	1.25970834445	0.467667731206	1	1
gene-OO714_RS04295	0032153	CC	cell_division_site	2.29636112205	0.524732437133	3	1
gene-OO714_RS04295	0051301	BP	cell_division	6.13985265831	0.664487102589	4	4
gene-OO714_RS04295	0030313	CC	cell_envelope	1.47349744909	0.480954945063	4	1
gene-OO714_RS04295	0007049	BP	cell_cycle	6.05306269258	0.661935164661	5	4
gene-OO714_RS04295	0017038	BP	protein_import	5.32083387803	0.639631863942	6	2
gene-OO714_RS04295	1905153	BP	regulation_of_membrane_invagination	4.27816362292	0.605027645728	8	1
gene-OO714_RS02445	1990904	CC	ribonucleoprotein_complex	4.46225454723	0.611421194425	1	100
gene-OO714_RS02445	0003735	MF	structural_constituent_of_ribosome	3.83484676947	0.589041744798	1	100
gene-OO714_RS02445	0006412	BP	translation	3.3679014379	0.571168761267	1	100
gene-OO714_RS02445	0005840	CC	ribosome	3.19156606664	0.564099142338	2	100
gene-OO714_RS02445	0003723	MF	RNA_binding	0.215012609669	0.372028444584	3	6
gene-OO714_RS02445	0005829	CC	cytosol	0.270496908175	0.38021752866	12	4
gene-OO714_RS10550	0022857	MF	transmembrane_transporter_activity	3.30658334818	0.568731871169	1	1
gene-OO714_RS10550	0055085	BP	transmembrane_transport	2.76709094068	0.54623403277	1	1
gene-OO714_RS10550	0005886	CC	plasma_membrane	2.68084405222	0.542440073161	1	1
gene-OO714_RS07070	0008685	MF	2-C-methyl-D-erythritol_2,4-cyclodiphosphate_synthase_activity	11.8981780261	0.805549042379	1	100
gene-OO714_RS07070	0019288	BP	isopentenyl_diphosphate_biosynthetic_process,_methylerythritol_4-phosphate_pathway	9.19692894917	0.745039892484	1	100
gene-OO714_RS07070	0046872	MF	metal_ion_binding	2.49259066235	0.533940896521	4	100
gene-OO714_RS07070	0016114	BP	terpenoid_biosynthetic_process	8.23244339486	0.721311249718	5	100
gene-OO714_RS04830	0033983	MF	diaminobutyrate_decarboxylase_activity	16.982906359	0.86221658811	1	2
gene-OO714_RS04830	0019752	BP	carboxylic_acid_metabolic_process	3.37075386535	0.571281579584	1	2
gene-OO714_RS04830	0005737	CC	cytoplasm	0.889020685824	0.441606021343	1	1
gene-OO714_RS04830	0030170	MF	pyridoxal_phosphate_binding	6.51839060298	0.675412138752	3	2
gene-OO714_RS08185	0006298	BP	mismatch_repair	9.27151332043	0.746821800181	1	3
gene-OO714_RS08185	0043765	MF	T/G_mismatch-specific_endonuclease_activity	7.10912699699	0.691845978725	1	1
gene-OO714_RS08185	0009307	BP	DNA_restriction-modification_system	3.05596397139	0.558528703356	8	1
gene-OO714_RS08185	0005515	MF	protein_binding	1.74908383469	0.496731259044	8	1
gene-OO714_RS08185	0003677	MF	DNA_binding	1.11225859289	0.457833250485	11	1
gene-OO714_RS08185	0046872	MF	metal_ion_binding	0.850732030173	0.438625417384	12	1
gene-OO714_RS01415	0009002	MF	serine-type_D-Ala-D-Ala_carboxypeptidase_activity	9.82418708379	0.759808480755	1	6
gene-OO714_RS01415	0000917	BP	division_septum_assembly	9.4544614456	0.751162527919	1	6
gene-OO714_RS01415	1990586	CC	divisome_complex	3.96645591769	0.593879786242	1	1
gene-OO714_RS01415	0005886	CC	plasma_membrane	2.68298259129	0.542534878207	2	6
gene-OO714_RS01415	0008658	MF	penicillin_binding	9.23811875185	0.746024854467	3	6
gene-OO714_RS01415	0043093	BP	FtsZ-dependent_cytokinesis	8.00755781797	0.715581566608	5	5
gene-OO714_RS01415	0032153	CC	cell_division_site	1.63790096766	0.490527693354	5	1
gene-OO714_RS01415	0008955	MF	peptidoglycan_glycosyltransferase_activity	8.61493179695	0.730879482932	6	5
gene-OO714_RS01415	0009252	BP	peptidoglycan_biosynthetic_process	6.76880388612	0.682465751602	11	6
gene-OO714_RS01415	0008360	BP	regulation_of_cell_shape	6.75845219376	0.682176778013	12	6
gene-OO714_RS01415	0071555	BP	cell_wall_organization	6.66740778561	0.679625626012	19	6
gene-OO714_RS01415	0005515	MF	protein_binding	0.898498714564	0.442333877876	26	1
gene-OO714_RS01415	0006508	BP	proteolysis	4.35240436713	0.607622292624	32	6
gene-OO714_RS01415	0009410	BP	response_to_xenobiotic_stimulus	1.83647255161	0.501469978057	42	1
gene-OO714_RS01415	0046677	BP	response_to_antibiotic	1.16863191023	0.461665962261	50	1
gene-OO714_RS04895	0005886	CC	plasma_membrane	2.68236753298	0.542507615506	1	3
gene-OO714_RS04895	0005737	CC	cytoplasm	2.01857773119	0.510995310295	3	3
gene-OO714_RS15385	0006740	BP	NADPH_regeneration	2.93205261133	0.553329407928	1	1
gene-OO714_RS15385	0005886	CC	plasma_membrane	2.67635910298	0.542241124908	1	3
gene-OO714_RS15385	0005515	MF	protein_binding	1.69489932797	0.493733410612	1	1
gene-OO714_RS03565	0106350	MF	octaprenyl_pyrophosphate_synthase_activity	9.50721295647	0.752406322325	1	3
