qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
Tcas000246	MF	0005524	ATP binding	3.05183371508	0.558357115588	20	93
Tcas000246	BP	0060538	skeletal muscle organ development	0.189664608655	0.367935326605	22	1
Tcas000246	BP	0007399	nervous system development	0.186421662289	0.367392386802	23	2
Tcas000246	MF	0046872	metal ion binding	0.881516345408	0.441026975947	36	32
Tcas000246	MF	0048185	activin binding	0.361356896191	0.391984030021	40	2
Tcas000449	MF	0008494	translation activator activity	14.8841339256	0.850140601058	1	3
Tcas000449	BP	0006446	regulation of translational initiation	11.0130986461	0.786560559996	1	3
Tcas000449	CC	0005737	cytoplasm	0.48500240224	0.40582034932	1	1
Tcas000449	BP	0045727	positive regulation of translation	10.1318236792	0.766879233525	2	3
Tcas000449	MF	0003723	RNA binding	1.06645813765	0.454647255975	6	1
Tcas000139	BP	0008582	regulation of synaptic assembly at neuromuscular junction	15.1320779147	0.851609769674	1	21
Tcas000139	CC	0030424	axon	9.00502256541	0.74042152913	1	21
Tcas000139	MF	0061630	ubiquitin protein ligase activity	8.42085234839	0.72605159534	1	21
Tcas000139	CC	0005634	nucleus	3.4739441527	0.575331305523	5	21
Tcas000139	CC	0005886	plasma membrane	2.54969992597	0.536552163085	6	21
Tcas000139	MF	0046872	metal ion binding	2.47637708192	0.533194107305	8	21
Tcas000139	BP	0007411	axon guidance	9.86217737285	0.760687587593	9	21
Tcas000139	BP	0016567	protein ubiquitination	6.20063271924	0.666263531962	35	18
Tcas000139	BP	0019222	regulation of metabolic process	3.12498344297	0.561379081593	47	21
Tcas001035	CC	0016020	membrane	0.921467283369	0.444081962943	1	14
Tcas001035	CC	0031012	extracellular matrix	0.480069771721	0.405304821952	2	1
Tcas001035	CC	0005615	extracellular space	0.386634165613	0.394985234557	3	1
Tcas000536	CC	0016020	membrane	0.921161289983	0.444058818606	1	3
Tcas000587	CC	0005634	nucleus	3.47068753181	0.575204425214	1	2
Tcas000345	CC	0005576	extracellular region	5.16445644251	0.634673395527	1	57
Tcas000345	MF	0016787	hydrolase activity	0.0286871697711	0.329292941015	1	1
Tcas000345	CC	0016020	membrane	0.0817452832667	0.346214323756	2	6
Tcas001614	BP	0006633	fatty acid biosynthetic process	5.27898616541	0.638312164773	1	71
Tcas001614	MF	0016740	transferase activity	2.34414386191	0.52700987114	1	91
Tcas001614	CC	0005739	mitochondrion	0.256616181853	0.378254396379	1	5
Tcas001614	BP	0180026	mitochondrial small ribosomal subunit assembly	0.591374193353	0.416360045555	16	3
Tcas001413	CC	0070461	SAGA-type complex	10.2704309873	0.770029890854	1	11
Tcas001413	MF	0008270	zinc ion binding	4.75122283605	0.621196794773	1	11
Tcas001413	CC	0005634	nucleus	3.47341273574	0.575310605195	10	12
Tcas001660	MF	0015179	L-amino acid transmembrane transporter activity	9.71975856889	0.757383176955	1	87
Tcas001660	BP	1902475	L-alpha-amino acid transmembrane transport	9.24529204583	0.74619616308	1	87
Tcas001660	CC	0016020	membrane	0.921535500716	0.444087122156	1	87
Tcas001660	CC	0071944	cell periphery	0.100829383754	0.350806289494	3	5
Tcas001034	BP	0045022	early endosome to late endosome transport	13.8227945029	0.843708876012	1	63
Tcas001034	CC	0005770	late endosome	9.33817572555	0.748408386611	1	63
Tcas001034	MF	0035091	phosphatidylinositol binding	9.01403811874	0.740639590103	1	63
Tcas001034	CC	0005769	early endosome	9.33487493591	0.748329960292	2	63
Tcas001034	BP	0006622	protein targeting to lysosome	13.5730956769	0.839641229556	3	62
Tcas001034	BP	0008333	endosome to lysosome transport	12.1756469262	0.811355357388	5	63
Tcas001034	BP	0001881	receptor recycling	0.467214761209	0.403948715353	29	1
Tcas000603	BP	0101030	tRNA-guanine transglycosylation	11.2226725054	0.791123738462	1	62
Tcas000603	MF	0008479	tRNA-guanosine(34) queuine transglycosylase activity	10.147596186	0.767238837606	1	51
Tcas000603	CC	0005737	cytoplasm	1.32423738183	0.471789645671	1	51
Tcas000603	MF	0046872	metal ion binding	2.10307422192	0.515268748735	8	50
Tcas000515	CC	0032021	NELF complex	14.4568650612	0.847579848555	1	93
Tcas000515	BP	0034244	negative regulation of transcription elongation by RNA polymerase II	13.3373514119	0.834975318407	1	90
Tcas000515	MF	0003723	RNA binding	3.35054822517	0.570481380562	1	93
Tcas000515	MF	0003746	translation elongation factor activity	2.51092912208	0.534782635412	2	29
Tcas000515	CC	0005694	chromosome	6.00757468264	0.66059034454	4	93
Tcas000515	MF	0005515	protein binding	0.0440228929004	0.335165331312	9	1
Tcas000515	CC	0017053	transcription repressor complex	1.06536920334	0.454570682686	18	10
Tcas000515	CC	0016020	membrane	0.00925919754894	0.318671829955	22	1
Tcas000515	BP	0006414	translational elongation	2.31500058461	0.525623629169	27	29
Tcas000515	BP	0000122	negative regulation of transcription by RNA polymerase II	0.857774794664	0.439178623978	30	10
Tcas000515	BP	0045944	positive regulation of transcription by RNA polymerase II	0.760278790662	0.431305640296	33	10
Tcas000575	CC	0016020	membrane	0.921194018501	0.444061294267	1	1
Tcas001243	MF	0042392	sphingosine-1-phosphate phosphatase activity	14.3058325128	0.846665631045	1	32
Tcas001243	BP	0008610	lipid biosynthetic process	4.80666813098	0.623038148	1	31
Tcas001243	CC	0016020	membrane	0.921443117172	0.444080135231	1	32
Tcas001243	BP	1901137	carbohydrate derivative biosynthetic process	4.26687129759	0.604631022474	3	31
Tcas001243	BP	0046839	phospholipid dephosphorylation	0.601234837788	0.417287113537	8	1
Tcas000361	MF	0019799	tubulin N-acetyltransferase activity	15.8952511039	0.856057885172	1	7
Tcas000361	BP	0070507	regulation of microtubule cytoskeleton organization	9.40111712024	0.749901222248	1	6
Tcas000361	CC	0005874	microtubule	7.7728197858	0.709514365428	1	7
Tcas000361	BP	0048666	neuron development	7.54326861891	0.703491968354	4	6
Tcas000644	BP	0048699	generation of neurons	7.96987131645	0.71461354669	1	88
Tcas000644	MF	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	7.43576975634	0.700640186396	1	90
Tcas000644	CC	0005634	nucleus	3.44088897971	0.574040676458	1	90
Tcas000644	BP	0045944	positive regulation of transcription by RNA polymerase II	7.83246060258	0.711064467175	2	90
Tcas000644	MF	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	6.73454616205	0.681508580205	4	90
Tcas000644	BP	0048468	cell development	6.75045153627	0.681953283296	9	79
Tcas000911	CC	0016020	membrane	0.917578288187	0.443787525512	1	1
Tcas000784	CC	0031314	extrinsic component of mitochondrial inner membrane	12.2894586029	0.813717826115	1	39
Tcas000784	BP	0006744	ubiquinone biosynthetic process	9.02669606435	0.740945566387	1	41
Tcas001329	BP	1905515	non-motile cilium assembly	12.0824830418	0.809413258463	1	3
Tcas001329	CC	0005794	Golgi apparatus	6.47140039383	0.674073514696	1	3
Tcas000181	CC	0062023	collagen-containing extracellular matrix	9.41503042921	0.750230541198	1	62
Tcas000181	BP	0034116	positive regulation of heterotypic cell-cell adhesion	0.189194226909	0.367856863868	1	1
Tcas000181	MF	0005201	extracellular matrix structural constituent	0.125285203767	0.356094483774	1	1
Tcas000181	MF	0030674	protein-macromolecule adaptor activity	0.084027633525	0.346789879528	2	1
Tcas000181	CC	0005615	extracellular space	6.84509947864	0.684588807564	3	63
Tcas000181	BP	0042730	fibrinolysis	0.160051675978	0.362789378433	3	1
Tcas000181	MF	0005524	ATP binding	0.0578886517947	0.339635208048	3	2
Tcas000181	CC	0032991	protein-containing complex	0.0295515260972	0.329660689229	8	1
Tcas000181	CC	0016020	membrane	0.0119318171175	0.320560610882	10	1
Tcas000181	BP	0006355	regulation of DNA-templated transcription	0.0651542844609	0.341762789769	29	2
Tcas000367	MF	0004306	ethanolamine-phosphate cytidylyltransferase activity	14.5940173455	0.848405918622	1	16
Tcas000367	BP	0006646	phosphatidylethanolamine biosynthetic process	11.1275839018	0.789058644503	1	16
Tcas000367	CC	0005737	cytoplasm	1.4850969201	0.481647330498	1	15
Tcas000141	CC	0030991	intraciliary transport particle A	13.1864156853	0.831966279359	1	84
Tcas000141	BP	0035721	intraciliary retrograde transport	12.7732083143	0.823639362372	1	84
Tcas000141	MF	0004930	G protein-coupled receptor activity	0.0752524898664	0.344531535923	1	1
Tcas000141	BP	1905515	non-motile cilium assembly	11.8434265514	0.804395342905	2	84
Tcas000141	BP	0061512	protein localization to cilium	11.5844642879	0.798902108413	3	84
Tcas000141	CC	0097730	non-motile cilium	10.9403015786	0.784965359768	3	84
Tcas000141	CC	0031514	motile cilium	0.461364065564	0.403325336749	10	4
Tcas000141	CC	0016020	membrane	0.00904069987481	0.318505992796	12	1
Tcas000141	BP	0007186	G protein-coupled receptor signaling pathway	0.0691547948936	0.342883678541	34	1
Tcas000279	CC	1990904	ribonucleoprotein complex	4.47683577589	0.611921919362	1	95
Tcas000279	MF	0003735	structural constituent of ribosome	3.82837366089	0.58880166319	1	95
Tcas000279	BP	0006412	translation	3.30239441949	0.568564574435	1	95
Tcas000279	CC	0005840	ribosome	3.35504661018	0.570659737337	2	95
Tcas000279	BP	0043009	chordate embryonic development	0.350074982704	0.390610679565	10	4
Tcas000279	CC	0005829	cytosol	0.135367101519	0.35812237374	10	4
Tcas001414	BP	1904262	negative regulation of TORC1 signaling	11.599875044	0.799230716485	1	21
Tcas001414	MF	0008168	methyltransferase activity	5.31503209521	0.639449210999	1	23
Tcas001414	BP	0032259	methylation	5.07321768586	0.631745641157	15	23
Tcas001414	BP	0009987	cellular process	0.410406741084	0.397719469675	22	23
Tcas001115	MF	0001965	G-protein alpha-subunit binding	13.558643541	0.839356360778	1	88
Tcas001115	BP	0000132	establishment of mitotic spindle orientation	12.7109600876	0.822373333257	1	88
Tcas001115	CC	0005938	cell cortex	8.50055494265	0.728040926297	1	88
Tcas001115	MF	0005092	GDP-dissociation inhibitor activity	12.5216102631	0.818503084889	2	88
Tcas001115	CC	0005886	plasma membrane	2.54970226535	0.536552269448	2	88
Tcas001115	MF	0042802	identical protein binding	0.853878237918	0.438872832739	8	10
Tcas001079	BP	0033617	mitochondrial cytochrome c oxidase assembly	10.7096056352	0.779874751004	1	43
Tcas001079	CC	0005743	mitochondrial inner membrane	5.29124380246	0.638699258587	1	48
Tcas001079	MF	0004129	cytochrome-c oxidase activity	1.39097256555	0.475948153971	1	11
Tcas001079	BP	1902600	proton transmembrane transport	1.06442592477	0.454504320195	14	11
Tcas001079	BP	0042331	phototaxis	0.37719335089	0.393876131922	25	1
Tcas001079	BP	0002168	instar larval development	0.347630231873	0.390310175118	28	1
Tcas001079	BP	0007632	visual behavior	0.307201705311	0.385178232095	29	1
Tcas001374	BP	0000724	double-strand break repair via homologous recombination	9.12365613094	0.74328226954	1	1
Tcas001374	CC	0005634	nucleus	3.47252539953	0.575276037186	1	1
Tcas001374	MF	0003677	DNA binding	3.20498212297	0.564643775263	1	1
Tcas001374	BP	0006355	regulation of DNA-templated transcription	3.43346935374	0.573750128645	10	1
Tcas001332	MF	0008478	pyridoxal kinase activity	12.7534220443	0.823237276478	1	90
Tcas001332	BP	0009443	pyridoxal 5'-phosphate salvage	12.4749782537	0.817545459687	1	90
Tcas001332	CC	0005829	cytosol	3.53449468515	0.577679656434	1	90
Tcas001332	CC	0016020	membrane	0.019632117401	0.325044648349	5	2
Tcas000384	MF	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	6.73005073722	0.681382796123	1	88
Tcas000384	BP	0030154	cell differentiation	6.67436856045	0.679821286166	1	88
Tcas000384	CC	0005634	nucleus	3.43859212742	0.573950766695	1	88
Tcas000384	MF	0043565	sequence-specific DNA binding	5.28999114969	0.638659720638	2	88
Tcas000384	BP	0006357	regulation of transcription by RNA polymerase II	5.69282062931	0.651141863868	3	88
Tcas001395	MF	0003714	transcription corepressor activity	9.72860447889	0.757589122604	1	91
Tcas001395	BP	0045892	negative regulation of DNA-templated transcription	6.69817931008	0.68048981136	1	91
Tcas001395	CC	0005634	nucleus	0.0810401683048	0.346034889742	1	2
Tcas001395	BP	0006351	DNA-templated transcription	5.55249647416	0.646845444606	9	91
Tcas000334	MF	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	3.93802678822	0.59284159071	1	2
Tcas000334	CC	0005634	nucleus	3.4712260232	0.575225409336	1	3
Tcas000334	BP	0006357	regulation of transcription by RNA polymerase II	3.33110120771	0.569708943257	1	2
Tcas000334	MF	0003677	DNA binding	3.20378285805	0.564595136829	2	3
Tcas000334	MF	0046872	metal ion binding	2.4744394821	0.533104699117	5	3
Tcas001206	MF	0004842	ubiquitin-protein transferase activity	7.82083917051	0.710762883142	1	88
Tcas001206	BP	0051603	proteolysis involved in protein catabolic process	6.78616105771	0.682949791839	1	88
Tcas001206	CC	0005737	cytoplasm	1.53839782804	0.484794705487	1	88
Tcas001206	BP	0009987	cellular process	0.410473732084	0.397727061184	10	88
Tcas001131	MF	0019888	protein phosphatase regulator activity	10.2633160721	0.769868682609	1	3
Tcas001131	CC	0005737	cytoplasm	1.53800185556	0.484771526458	1	3
Tcas000906	CC	0005788	endoplasmic reticulum lumen	10.7272052501	0.780265029599	1	93
Tcas000906	MF	0016491	oxidoreductase activity	3.02802253413	0.557365629257	1	93
Tcas000906	CC	0005634	nucleus	0.064342070652	0.341531052785	13	2
Tcas000906	CC	0016020	membrane	0.0207782400001	0.325630085166	15	2
Tcas001248	BP	0000122	negative regulation of transcription by RNA polymerase II	8.91204825309	0.738166342179	1	2
Tcas001248	CC	0005730	nucleolus	7.08102698558	0.691080091591	1	2
Tcas001248	MF	0003677	DNA binding	3.20279945271	0.564555246192	1	2
Tcas001248	MF	0046872	metal ion binding	2.47367994967	0.533069641866	2	2
Tcas001248	BP	0006364	rRNA processing	6.3558475078	0.670760906463	6	2
Tcas001222	BP	0045900	negative regulation of translational elongation	11.2815407522	0.792397831593	1	12
Tcas001222	MF	0008312	7S RNA binding	11.0755459723	0.78792477043	1	12
Tcas001222	CC	0005786	signal recognition particle, endoplasmic reticulum targeting	10.9248215087	0.784625461775	1	12
Tcas001222	BP	0006614	SRP-dependent cotranslational protein targeting to membrane	8.65985309679	0.731989163487	5	12
Tcas000691	MF	0008432	JUN kinase binding	14.8530485335	0.849955546922	1	91
Tcas000691	BP	0000165	MAPK cascade	10.2372612728	0.769277860971	1	91
Tcas000691	CC	0005737	cytoplasm	1.53840544694	0.484795151445	1	91
Tcas000691	MF	0005078	MAP-kinase scaffold activity	13.6355198681	0.84086994582	2	91
Tcas000691	MF	0030159	signaling receptor complex adaptor activity	12.9448889737	0.827115172088	3	91
Tcas000691	BP	0016192	vesicle-mediated transport	6.0553115228	0.662001518395	3	91
Tcas000691	CC	0000786	nucleosome	0.222015685475	0.373116120743	3	2
Tcas000691	MF	0019894	kinesin binding	12.4935877376	0.817927834412	4	91
Tcas000691	MF	0046982	protein heterodimerization activity	0.215421939591	0.372092502322	14	2
Tcas000691	MF	0030527	structural constituent of chromatin	0.215293078864	0.372072342941	15	2
Tcas000691	MF	0003677	DNA binding	0.0744150421772	0.344309283139	18	2
Tcas000691	MF	0003824	catalytic activity	0.00729742685587	0.317103706797	21	1
Tcas001562	MF	0070976	TIR domain binding	16.3346454803	0.85857050871	1	3
Tcas001562	BP	0008063	Toll signaling pathway	15.5756102362	0.854208165644	1	3
Tcas001562	CC	0005886	plasma membrane	2.54838818765	0.536492515185	1	3
Tcas001562	BP	0002755	MyD88-dependent toll-like receptor signaling pathway	15.5463373584	0.85403782261	2	3
Tcas001562	MF	0035325	Toll-like receptor binding	15.2246676952	0.852155311746	2	3
Tcas001562	BP	0034142	toll-like receptor 4 signaling pathway	14.6667564687	0.848842452334	3	3
Tcas001562	CC	0005737	cytoplasm	1.53760782753	0.484748458289	3	3
Tcas001562	BP	0050830	defense response to Gram-positive bacterium	12.9681606112	0.827584546426	7	3
Tcas001562	BP	0043123	positive regulation of canonical NF-kappaB signal transduction	11.666139635	0.800641214833	11	3
Tcas001562	BP	0045087	innate immune response	9.74122448947	0.757882772798	28	3
Tcas000173	BP	0050684	regulation of mRNA processing	10.0454940109	0.764905988717	1	89
Tcas000173	MF	0043138	3'-5' DNA helicase activity	9.50862248722	0.752439509361	1	89
Tcas000173	CC	0005730	nucleolus	7.08878712562	0.69129175175	1	89
Tcas000173	MF	0003724	RNA helicase activity	8.56982271167	0.72976224841	2	89
Tcas000173	BP	0045944	positive regulation of transcription by RNA polymerase II	7.90774778691	0.713012824806	3	89
Tcas000173	BP	0032508	DNA duplex unwinding	7.30016888901	0.697013334841	4	89
Tcas000173	MF	0003725	double-stranded RNA binding	7.35164696776	0.698394128845	5	66
Tcas000173	CC	1990904	ribonucleoprotein complex	4.47703711597	0.611928827745	6	89
Tcas000173	MF	0016887	ATP hydrolysis activity	4.60074542721	0.616144537393	10	89
Tcas000173	MF	0005524	ATP binding	3.05185187185	0.558357870148	18	89
Tcas000269	MF	0016409	palmitoyltransferase activity	10.9545851696	0.785278773266	1	88
Tcas000269	CC	0016020	membrane	0.921532972927	0.444086930985	1	88
Tcas000269	BP	0008277	regulation of G protein-coupled receptor signaling pathway	0.159313472856	0.362655261373	1	1
Tcas000269	BP	0072659	protein localization to plasma membrane	0.142916139222	0.359591772424	2	1
Tcas000269	CC	0005794	Golgi apparatus	0.0891183929403	0.348046126045	2	1
Tcas000269	MF	0019707	protein-cysteine S-acyltransferase activity	6.25082570091	0.667723977562	3	47
Tcas000269	CC	0005783	endoplasmic reticulum	0.082645867296	0.346442378059	3	1
Tcas000269	BP	0006612	protein targeting to membrane	0.115829034378	0.354116881376	4	1
Tcas000553	CC	0016020	membrane	0.920258983777	0.443990548729	1	2
Tcas001718	MF	0050220	prostaglandin-E synthase activity	15.27336147	0.852441551525	1	85
Tcas001718	BP	0001516	prostaglandin biosynthetic process	11.367478674	0.794251843611	1	72
Tcas001718	CC	0005739	mitochondrion	4.50232487772	0.612795270152	1	85
Tcas001718	CC	0012505	endomembrane system	2.12174487502	0.516201376047	4	37
Tcas001718	MF	0016740	transferase activity	0.090687730263	0.34842611399	5	4
Tcas001718	CC	0016020	membrane	0.673023802534	0.423819216543	9	62
Tcas000522	MF	0004832	valine-tRNA ligase activity	11.2600876655	0.791933905487	1	96
Tcas000522	BP	0006438	valyl-tRNA aminoacylation	10.9145402198	0.784399581025	1	96
Tcas000522	CC	0005829	cytosol	3.57548949012	0.57925816859	1	95
Tcas000522	MF	0002161	aminoacyl-tRNA editing activity	8.75196986132	0.734255736389	2	95
Tcas000522	BP	0106074	aminoacyl-tRNA metabolism involved in translational fidelity	8.40682668824	0.725700550286	2	95
Tcas000522	CC	0005739	mitochondrion	0.0807433113963	0.345959113707	4	2
Tcas000522	MF	0005524	ATP binding	3.05184034269	0.558357391019	11	96
Tcas000522	BP	0048608	reproductive structure development	0.0852188034657	0.34708716129	23	1
Tcas000522	BP	0009791	post-embryonic development	0.0830286122183	0.346538923893	25	1
Tcas000522	MF	1990825	sequence-specific mRNA binding	0.259876036445	0.378720111263	29	2
Tcas000241	MF	0008061	chitin binding	10.2672225256	0.769957201122	1	1
Tcas000241	CC	0005576	extracellular region	5.38513444273	0.641649558334	1	1
Tcas001629	MF	0008061	chitin binding	10.2735103249	0.770099644521	1	1
Tcas001629	CC	0005576	extracellular region	5.38843237891	0.641752718995	1	1
Tcas000891	MF	0008061	chitin binding	10.2695073234	0.770008965829	1	2
Tcas000891	CC	0005576	extracellular region	5.38633281392	0.64168704748	1	2
Tcas000776	MF	0008061	chitin binding	10.2695710357	0.770010409221	1	2
Tcas000776	CC	0005576	extracellular region	5.38636623087	0.641688092816	1	2
Tcas001671	CC	0062023	collagen-containing extracellular matrix	7.61138611283	0.705288514404	1	8
Tcas001671	BP	0034116	positive regulation of heterotypic cell-cell adhesion	3.46254674845	0.574886993764	1	2
Tcas001671	MF	0005201	extracellular matrix structural constituent	2.29291285478	0.524567172252	1	2
Tcas001671	CC	0005615	extracellular space	6.8431750575	0.684535403121	2	10
Tcas001671	MF	0030674	protein-macromolecule adaptor activity	1.53783555659	0.48476179093	2	2
Tcas001671	BP	0042730	fibrinolysis	2.92919302715	0.553208136203	3	2
Tcas001671	CC	0032991	protein-containing complex	0.54083859889	0.411482591343	8	2
Tcas001671	CC	0016020	membrane	0.0555389560129	0.338918854907	9	1
Tcas001242	CC	0062023	collagen-containing extracellular matrix	9.51434382869	0.752574191614	1	7
Tcas001242	CC	0005615	extracellular space	6.84166258774	0.684493425435	3	7
Tcas001242	CC	0016020	membrane	0.118742599253	0.354734537769	7	1
Tcas001412	CC	0062023	collagen-containing extracellular matrix	6.87736883955	0.685483195978	1	5
Tcas001412	BP	0034116	positive regulation of heterotypic cell-cell adhesion	4.79367484888	0.622607594414	1	2
Tcas001412	MF	0005201	extracellular matrix structural constituent	3.17439141798	0.563400253655	1	2
Tcas001412	CC	0005615	extracellular space	6.84199361663	0.684502613339	2	7
Tcas001412	MF	0030674	protein-macromolecule adaptor activity	2.1290351192	0.516564420277	2	2
Tcas001412	BP	0042730	fibrinolysis	4.05528068265	0.597099803084	3	2
Tcas001412	CC	0032991	protein-containing complex	0.748756501255	0.430342601319	8	2
Tcas000660	MF	0005178	integrin binding	11.6710758838	0.800746126586	1	10
Tcas000660	BP	0045597	positive regulation of cell differentiation	10.4638766424	0.774391739129	1	10
Tcas000660	CC	0031012	extracellular matrix	8.49799843846	0.727977262557	1	10
Tcas000660	MF	0008201	heparin binding	11.4128372284	0.795227577002	2	10
Tcas000660	CC	0005615	extracellular space	6.84403961502	0.68455939631	2	10
Tcas000660	BP	0007155	cell adhesion	7.12070464158	0.692161095836	4	10
Tcas000660	BP	0007165	signal transduction	3.94385618595	0.593054777527	8	10
Tcas001634	BP	0006154	adenosine catabolic process	12.9566296479	0.827352026813	1	23
Tcas001634	MF	0004000	adenosine deaminase activity	11.3123943202	0.793064271777	1	23
Tcas001634	CC	0005615	extracellular space	6.84475257294	0.684579181169	1	23
Tcas001634	BP	0046103	inosine biosynthetic process	12.9500318157	0.827218936281	2	23
Tcas001634	MF	0046936	2'-deoxyadenosine deaminase activity	9.21809003373	0.745546187354	2	18
Tcas001634	CC	0016020	membrane	0.0347280092108	0.331758677117	3	1
Tcas001634	BP	0009987	cellular process	0.410447199465	0.397724054546	39	23
Tcas001634	BP	0023052	signaling	0.247500479633	0.376936157927	41	1
Tcas001634	BP	0050896	response to stimulus	0.181315715736	0.366527877915	44	1
Tcas001634	BP	0050794	regulation of cellular process	0.158862921174	0.362573252212	45	1
Tcas000184	BP	0006154	adenosine catabolic process	12.9551308176	0.827321795597	1	10
Tcas000184	MF	0004000	adenosine deaminase activity	11.311085696	0.793036023831	1	10
Tcas000184	CC	0005615	extracellular space	6.84396076806	0.684557208213	1	10
Tcas000184	BP	0046103	inosine biosynthetic process	12.9485337487	0.827188712763	2	10
Tcas000184	MF	0046936	2'-deoxyadenosine deaminase activity	8.25484495116	0.721877691516	3	7
Tcas000184	BP	0009987	cellular process	0.4103997187	0.397718673853	39	10
Tcas001270	BP	0051793	medium-chain fatty acid catabolic process	13.7809743748	0.843450475371	1	90
Tcas001270	MF	0070991	medium-chain fatty acyl-CoA dehydrogenase activity	13.1574596452	0.831387049392	1	90
Tcas001270	CC	0005739	mitochondrion	4.27688059398	0.604982607951	1	90
Tcas001270	MF	0050660	flavin adenine dinucleotide binding	6.14966690675	0.664774538647	5	95
Tcas001270	CC	0070013	intracellular organelle lumen	0.78991170182	0.433749370421	9	13
Tcas001270	CC	0005829	cytosol	0.0406084243786	0.33396002453	12	1
Tcas001270	BP	0006635	fatty acid beta-oxidation	1.22518714952	0.465419226233	18	13
Tcas000932	BP	0051793	medium-chain fatty acid catabolic process	13.8437867952	0.843838437057	1	85
Tcas000932	MF	0070991	medium-chain fatty acyl-CoA dehydrogenase activity	13.3682415884	0.835589039383	1	86
Tcas000932	CC	0005739	mitochondrion	4.34539603896	0.607378308614	1	86
Tcas000932	MF	0050660	flavin adenine dinucleotide binding	6.14967962486	0.664774910981	5	89
Tcas000932	CC	0070013	intracellular organelle lumen	1.52706574232	0.484130176191	7	25
Tcas000932	CC	0016020	membrane	0.00963954965857	0.318955911442	13	1
Tcas000932	BP	0006635	fatty acid beta-oxidation	2.36854488882	0.528163926916	18	25
Tcas000343	CC	0005681	spliceosomal complex	7.97214045315	0.71467189667	1	91
Tcas000343	BP	0000398	mRNA splicing, via spliceosome	7.3967775023	0.699600691253	1	91
Tcas000725	CC	0005956	protein kinase CK2 complex	12.691327886	0.821973403023	1	86
Tcas000725	BP	0051726	regulation of cell cycle	7.96199434132	0.7144109288	1	86
Tcas000725	MF	0004674	protein serine/threonine kinase activity	6.53503133055	0.675885030602	1	86
Tcas000725	MF	0005524	ATP binding	3.01394335186	0.556777544111	7	86
Tcas000725	CC	0005829	cytosol	3.57108916596	0.579089168389	8	86
Tcas000725	BP	0006359	regulation of transcription by RNA polymerase III	0.918203393637	0.443834894531	8	6
Tcas000725	CC	0005634	nucleus	3.43081172413	0.573645981216	9	86
Tcas000725	BP	0006356	regulation of transcription by RNA polymerase I	0.869960331041	0.440130456168	9	6
Tcas000725	BP	0006974	DNA damage response	0.46144335136	0.403333810808	10	8
Tcas000725	CC	0016020	membrane	0.0304830729377	0.330051052169	17	3
Tcas000725	MF	0106310	protein serine kinase activity	1.83624053707	0.501457547994	20	15
Tcas000725	MF	0008289	lipid binding	0.079278337498	0.345583106054	26	1
Tcas001527	BP	0006589	octopamine biosynthetic process	15.1901196252	0.851951947892	1	90
Tcas001527	MF	0004500	dopamine beta-monooxygenase activity	14.2797584872	0.846507314305	1	91
Tcas001527	CC	0030667	secretory granule membrane	12.5496051478	0.819077125576	1	90
Tcas001527	BP	0042420	dopamine catabolic process	15.0988895085	0.851413816305	3	90
Tcas001527	MF	0005507	copper ion binding	8.20106671161	0.720516567159	3	91
Tcas001527	BP	0042421	norepinephrine biosynthetic process	14.8955930631	0.85020876958	4	90
Tcas001527	CC	0005615	extracellular space	6.71950713588	0.681087616329	6	90
Tcas001527	BP	0009987	cellular process	0.402936827346	0.396869047128	33	90
Tcas000872	MF	0004823	leucine-tRNA ligase activity	11.1981152677	0.790591255441	1	90
Tcas000872	BP	0006429	leucyl-tRNA aminoacylation	10.8549414896	0.783088091013	1	90
Tcas000872	CC	0005739	mitochondrion	4.50239380284	0.612797628425	1	90
Tcas000872	BP	0032543	mitochondrial translation	10.0486858774	0.764979096094	2	90
Tcas000872	MF	0002161	aminoacyl-tRNA editing activity	5.06700565265	0.631545350059	5	50
Tcas000872	BP	0106074	aminoacyl-tRNA metabolism involved in translational fidelity	4.86718293426	0.625035780846	8	50
Tcas000872	MF	0005524	ATP binding	3.05184562052	0.558357610355	10	90
Tcas000872	BP	0019628	urate catabolic process	0.133631309578	0.35777875512	25	1
Tcas000872	BP	0000255	allantoin metabolic process	0.12510897275	0.356058324319	27	1
Tcas000872	BP	0006144	purine nucleobase metabolic process	0.0906485606745	0.34841666994	28	1
Tcas000872	MF	0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity	0.146591704811	0.360293154041	29	1
Tcas001344	MF	0031624	ubiquitin conjugating enzyme binding	11.7416904036	0.802244498962	1	2
Tcas001344	BP	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	8.40060105278	0.725544636439	1	2
Tcas001344	CC	0005737	cytoplasm	1.53768904355	0.484753213281	1	2
Tcas001344	MF	0061630	ubiquitin protein ligase activity	8.41696464992	0.725954320325	3	2
Tcas001344	MF	0008270	zinc ion binding	5.0714241433	0.631687825569	9	2
Tcas001344	BP	0016567	protein ubiquitination	4.1236424925	0.599554064946	10	1
Tcas001344	BP	0009987	cellular process	0.410284614933	0.397705628582	21	2
Tcas000216	MF	0070888	E-box binding	13.6288976525	0.840739732075	1	2
